,CreditScore,Country,Gender,Age,Tenure,Balance,NumOfProducts,HasCreditCard,IsActiveMember,Salary,Churn
6836,474,Germany,Female,37,5,142688.57,2,1,1,110953.33,0
6837,850,Germany,Female,31,1,130089.56,2,1,1,,0
6838,584,France,Male,36,9,0.0,1,1,1,,0
6839,713,France,Female,32,1,117094.02,1,0,0,,1
6840,742,Spain,Male,24,8,0.0,2,1,0,4070.28,0
6841,607,France,Female,39,10,0.0,3,1,0,132741.13,1
6842,761,Spain,Female,34,2,0.0,2,1,0,61251.25,0
6843,600,France,Male,49,7,90218.9,1,1,0,91347.76,0
6844,850,Germany,Male,56,1,169743.83,1,0,0,155850.4,1
6845,501,France,Female,34,5,0.0,1,1,0,,0
6846,418,France,Male,34,8,155973.88,1,1,0,154208.96,0
6847,797,Spain,Male,59,4,129321.44,1,1,1,93624.55,0
6848,788,Germany,Female,42,6,138650.49,2,1,0,64746.07,0
6849,699,Spain,Male,43,2,136487.86,2,1,0,82815.93,0
6850,616,France,Male,18,6,0.0,2,1,1,27308.58,0
6851,651,France,Female,41,4,38617.2,1,1,1,104876.8,0
6852,654,France,Female,28,7,0.0,2,1,0,151316.37,0
6853,499,Spain,Female,42,0,147187.84,1,1,1,,1
6854,689,France,Male,39,4,0.0,2,1,0,196112.45,0
6855,850,Spain,Male,54,7,108185.81,2,0,0,24093.4,1
6856,502,France,Male,30,4,0.0,2,1,1,66263.87,0
6857,643,France,Male,34,7,0.0,2,0,1,100304.13,0
6858,762,France,Male,28,2,0.0,2,1,0,167909.52,0
6859,719,France,Male,49,5,105918.1,1,1,1,16246.59,0
6860,789,France,Male,27,6,0.0,2,1,0,103603.65,0
6861,553,Spain,Male,42,7,0.0,2,1,0,7680.23,0
6862,448,Spain,Male,25,2,0.0,2,0,0,95215.73,0
6863,632,Germany,Male,42,6,59972.26,2,0,1,148172.94,0
6864,669,Spain,Male,25,7,157228.61,2,1,0,124382.9,0
6865,654,Spain,Male,34,5,0.0,2,1,0,159311.46,0
6866,726,France,Female,38,4,0.0,2,0,0,,0
6867,596,France,Male,21,4,210433.08,2,0,1,197297.77,1
6868,733,Germany,Female,30,1,102452.71,1,1,0,21556.95,0
6869,529,Spain,Female,35,5,0.0,2,1,0,56518.0,0
6870,493,France,Female,37,8,142987.46,2,1,0,158840.99,0
6871,615,Spain,Female,29,7,143330.56,2,1,1,126396.01,0
6872,600,France,Female,49,6,0.0,1,0,1,148087.88,1
6873,666,France,Male,36,4,120165.4,2,1,0,33701.5,0
6874,644,Spain,Male,54,6,0.0,1,0,1,84622.37,0
6875,692,France,Female,36,4,0.0,1,1,0,185580.89,1
6876,707,France,Male,73,6,66573.17,1,1,1,,0
6877,603,France,Male,40,4,102833.46,2,1,1,38829.11,0
6878,671,France,Female,34,5,164757.56,1,1,0,110748.88,0
6879,568,Spain,Female,36,10,153610.61,1,1,1,54083.8,1
6880,598,Spain,Female,35,8,0.0,3,0,1,88658.73,0
6881,606,Spain,Male,42,10,0.0,2,1,0,177938.52,0
6882,850,Germany,Female,36,3,169025.83,1,1,0,174235.06,0
6883,644,Spain,Female,26,4,153455.72,2,1,1,82696.84,0
6884,655,France,Male,37,4,0.0,2,1,1,142415.97,0
6885,850,France,Male,30,10,153972.89,2,1,0,62811.03,0
6886,683,Spain,Male,34,9,114609.55,2,0,1,25339.29,0
6887,663,Germany,Male,37,7,143625.83,2,0,1,176487.05,0
6888,682,Germany,Female,38,1,116520.28,1,1,1,49833.5,1
6889,639,France,Male,77,6,80926.02,2,1,1,55829.25,0
6890,704,France,Male,23,6,166594.78,1,1,1,155823.2,0
6891,691,France,Female,40,0,115465.98,1,1,1,60622.61,0
6892,599,France,Male,34,8,0.0,2,1,1,,0
6893,573,France,Female,36,1,0.0,1,1,1,56905.38,0
6894,589,Germany,Female,41,7,92618.62,1,1,1,101178.85,0
6895,620,Germany,Female,25,8,141825.88,1,1,1,,1
6896,647,Spain,Male,28,6,149594.02,2,1,0,,0
6897,634,France,Female,41,7,0.0,2,1,1,131284.93,0
6898,660,France,Male,38,4,0.0,2,0,0,88080.43,0
6899,666,Germany,Female,37,2,158468.76,1,0,1,,0
6900,696,France,Male,44,8,161889.79,1,0,0,,0
6901,836,France,Female,29,9,133681.78,1,1,1,,0
6902,667,Spain,Female,34,5,0.0,2,1,0,163830.64,0
6903,596,Spain,Male,20,3,187294.46,1,1,0,103456.47,0
6904,430,France,Male,31,5,0.0,1,1,0,95655.16,0
6905,596,Spain,Male,67,6,0.0,2,1,1,138350.74,0
6906,599,France,Male,28,7,119706.22,1,0,0,31190.42,0
6907,519,France,Female,22,8,0.0,1,0,1,167553.06,0
6908,721,Germany,Female,45,7,138523.2,1,0,0,59604.45,1
6909,572,Germany,Male,47,4,99353.42,1,1,0,196549.85,1
6910,668,France,Female,37,7,128645.67,1,1,0,,0
6911,762,Germany,Male,35,1,117458.51,1,0,1,178361.48,1
6912,633,France,Female,39,9,129189.15,2,0,0,170998.83,0
6913,647,Spain,Male,33,7,121260.19,2,1,0,77216.48,0
6914,796,Spain,Male,56,6,94231.13,1,0,0,,1
6915,733,France,Male,39,1,0.0,2,1,1,141841.31,0
6916,556,France,Male,34,8,163757.06,1,1,1,104000.06,0
6917,489,Spain,Male,58,4,0.0,2,1,1,191419.32,0
6918,639,France,Male,22,4,0.0,2,1,0,28188.96,0
6919,715,France,Male,35,2,141005.47,1,1,1,60407.93,0
6920,807,Germany,Female,42,9,105356.09,2,1,1,130489.37,0
6921,714,Spain,Male,34,5,0.0,2,1,0,193040.32,0
6922,626,Germany,Female,23,6,85897.95,1,1,0,109742.8,0
6923,697,France,Male,36,7,0.0,2,1,1,74760.32,0
6924,850,Germany,Female,31,4,164672.66,1,0,1,61936.1,0
6925,737,Germany,Female,45,2,99169.67,2,1,1,,0
6926,812,France,Male,29,6,0.0,2,0,0,168023.6,0
6927,583,France,Male,36,8,0.0,2,0,1,,0
6928,730,Germany,Female,37,5,124053.03,1,1,0,118591.67,0
6929,677,France,Male,36,4,0.0,2,1,0,,0
6930,748,Germany,Female,40,3,103499.09,2,0,0,38153.19,0
6931,753,Germany,Female,38,9,151766.71,1,1,1,180829.99,0
6932,634,Spain,Female,36,1,0.0,1,1,1,143960.72,0
6933,622,France,Male,29,7,101486.96,1,1,1,,0
6934,699,Germany,Male,36,2,123601.56,2,1,0,103557.85,0
6935,570,Germany,Male,38,1,127201.58,1,1,0,147168.28,1
6936,552,Germany,Male,33,3,144962.74,1,1,0,58844.84,1
6937,714,Spain,Male,33,8,122017.19,1,0,0,,0
6938,503,Spain,Male,32,9,100262.88,2,1,1,157921.25,0
6939,685,Spain,Female,43,6,117302.62,1,0,0,68701.73,0
6940,606,France,Female,35,0,135984.15,2,1,0,186778.89,0
6941,678,France,Male,38,3,0.0,2,1,0,66561.6,0
6942,724,Germany,Male,31,2,160997.54,2,0,1,64831.36,0
6943,779,Germany,Female,37,2,128389.63,1,1,1,6589.16,1
6944,638,Spain,Male,35,1,0.0,2,1,0,,0
6945,646,Germany,Female,57,6,90212.0,1,1,0,13911.27,1
6946,628,France,Female,29,9,71996.29,1,1,1,34857.46,0
6947,528,France,Female,32,4,85615.66,2,1,0,156192.43,0
6948,432,France,Female,27,6,62339.81,2,0,0,53874.67,0
6949,622,Spain,Female,47,6,142319.03,1,0,0,100183.05,0
6950,721,France,Male,54,5,0.0,2,1,1,4493.12,0
6951,614,Spain,Male,36,5,0.0,2,1,0,130610.78,0
6952,634,France,Female,24,2,87413.19,1,1,0,63340.65,0
6953,742,France,Female,29,4,0.0,2,1,1,180066.59,0
6954,516,France,Female,45,4,0.0,1,1,0,95273.73,1
6955,718,France,Male,35,3,97560.16,1,1,1,53511.74,0
6956,636,Germany,Male,30,8,141787.31,2,1,1,109685.61,0
6957,691,Spain,Male,36,7,129934.64,1,0,0,75664.56,1
6958,698,France,Female,37,2,166178.02,2,1,1,71972.95,0
6959,712,Spain,Female,39,5,163097.55,2,1,1,23702.42,0
6960,659,France,Male,20,8,0.0,2,0,0,112572.02,0
6961,573,Spain,Male,44,8,0.0,2,0,0,62424.46,0
6962,778,Germany,Female,35,1,151958.19,3,1,1,,1
6963,732,France,Male,46,0,0.0,2,1,1,184350.78,0
6964,550,Germany,Male,33,4,118400.91,1,0,1,13999.64,1
6965,790,Spain,Male,20,8,0.0,2,1,0,168152.76,0
6966,665,Germany,Female,43,2,116322.27,4,1,0,,1
6967,728,Spain,Female,43,5,0.0,1,1,1,120088.17,0
6968,645,Spain,Female,29,4,0.0,2,1,1,74346.11,0
6969,647,Germany,Male,30,6,143138.91,2,1,0,,0
6970,596,Spain,Male,32,4,0.0,2,0,1,146504.35,0
6971,610,France,Male,40,9,0.0,1,1,1,149602.54,0
6972,512,France,Male,36,0,129804.17,1,1,0,53020.9,0
6973,768,Germany,Male,37,9,108308.11,1,1,0,41788.25,1
6974,666,Germany,Male,30,3,110153.27,1,0,1,74849.46,0
6975,700,Germany,Female,30,4,116377.48,1,1,1,134417.31,0
6976,651,Germany,Female,37,10,117791.06,2,1,1,75837.58,0
6977,542,Spain,Female,26,2,0.0,2,1,1,54869.54,0
6978,686,France,Female,35,8,105419.73,1,1,0,35356.46,0
6979,850,Germany,Female,47,4,99219.47,2,1,1,122141.13,0
6980,658,Germany,Female,55,8,119327.93,1,0,1,119439.66,0
6981,448,France,Female,36,6,83947.12,2,1,0,81999.53,0
6982,609,Spain,Male,32,4,99883.16,1,1,1,120594.85,0
6983,698,France,Male,31,1,156111.24,1,0,0,134790.74,0
6984,759,France,Male,44,2,111095.58,2,1,0,100137.7,0
6985,544,Spain,Male,22,4,0.0,2,1,0,70007.67,0
6986,567,Spain,Male,35,8,153137.74,1,1,0,,0
6987,490,Spain,Male,40,6,156111.08,1,0,0,190889.13,0
6988,626,France,Male,34,7,113014.7,2,1,1,56646.28,0
6989,718,Germany,Male,43,5,132615.73,2,1,0,,0
6990,772,France,Female,35,9,0.0,1,0,1,25448.31,0
6991,561,France,Male,32,5,0.0,2,1,0,84871.99,0
6992,814,France,Male,49,8,0.0,2,0,0,157822.54,0
6993,651,France,Female,56,4,0.0,1,0,0,84383.22,1
6994,538,Germany,Female,42,4,80380.24,1,1,0,119216.46,0
6995,600,France,Female,26,6,108909.12,1,1,0,82547.01,0
6996,654,France,Female,35,2,90865.8,1,1,1,,0
6997,622,France,Male,40,4,99799.76,2,1,0,197372.13,0
6998,682,France,Male,28,10,200724.96,1,0,1,82872.64,1
6999,610,Spain,Female,37,10,140363.95,2,1,1,,0
7000,795,France,Female,36,1,151844.64,1,1,1,135388.89,0
7001,557,France,Female,27,2,0.0,2,0,1,4497.55,0
7002,824,Germany,Male,49,8,133231.48,1,1,1,67885.37,0
7003,698,France,Male,27,7,0.0,2,1,0,,0
7004,630,France,Female,36,8,126598.99,2,1,1,134407.93,0
7005,609,Germany,Female,71,6,113317.1,1,1,0,108258.22,1
7006,694,France,Male,47,4,0.0,2,1,0,197528.62,0
7007,681,France,Female,58,8,93173.88,1,1,1,139761.25,0
7008,563,Germany,Male,44,7,105007.31,2,1,1,197812.16,0
7009,654,Spain,Female,32,2,0.0,1,1,1,,1
7010,659,Spain,Male,27,4,0.0,2,1,0,99341.87,0
7011,674,Germany,Female,44,4,131593.85,1,0,1,171345.02,1
7012,566,Germany,Male,54,4,118614.6,2,1,1,172601.62,0
7013,545,Germany,Male,37,9,95829.13,2,0,1,104936.88,0
7014,798,France,Male,36,1,0.0,2,1,1,159044.1,0
7015,757,France,Male,38,0,0.0,1,1,0,83263.06,0
7016,641,France,Male,50,6,153590.73,2,1,1,130910.78,0
7017,718,France,Male,29,2,0.0,1,1,0,126336.72,0
7018,623,France,Female,35,0,130557.24,1,1,1,47880.71,0
7019,644,France,Male,40,8,93183.19,1,1,0,73882.49,0
7020,586,France,Male,58,7,151933.63,1,1,0,,1
7021,500,Germany,Male,30,2,125495.64,2,1,1,,0
7022,583,France,Female,42,7,0.0,2,1,0,144039.05,0
7023,595,Germany,Female,26,8,118547.72,1,1,1,151192.18,0
7024,670,Spain,Male,43,1,97792.21,1,0,0,120225.62,0
7025,610,France,Male,41,6,0.0,3,0,0,56118.81,1
7026,814,Spain,Female,72,2,0.0,2,0,1,130853.03,0
7027,660,France,Female,40,8,167181.01,1,1,1,185156.94,0
7028,580,Germany,Male,35,9,121355.19,1,0,1,35671.45,0
7029,850,France,Female,81,1,0.0,2,1,1,59568.24,0
7030,676,Spain,Male,35,0,0.0,2,0,0,139911.58,0
7031,578,France,Male,46,5,113226.47,1,1,0,56770.76,0
7032,579,France,Female,33,1,118392.75,1,1,1,157564.75,0
7033,711,Germany,Female,52,8,145262.54,1,0,1,131473.31,0
7034,692,France,Male,40,6,163505.16,1,0,0,90424.09,0
7035,760,Spain,Female,33,1,118114.28,2,0,1,156660.21,0
7036,630,Germany,Female,51,0,108449.23,3,0,0,88372.69,1
7037,808,France,Male,32,1,0.0,2,1,1,46200.71,0
7038,611,Germany,Female,36,10,103294.56,1,1,0,160548.12,0
7039,697,France,Female,42,1,0.0,1,1,0,1262.83,1
7040,655,France,Female,38,6,0.0,1,1,1,188639.28,0
7041,601,Spain,Male,28,6,0.0,2,1,0,14665.28,0
7042,755,France,Male,42,2,119919.12,1,1,0,,0
7043,553,France,Male,37,1,0.0,1,1,0,30461.55,0
7044,723,France,Male,28,4,0.0,2,1,1,123885.88,0
7045,507,Spain,Female,34,4,0.0,2,1,1,60688.38,0
7046,777,France,Male,43,1,0.0,2,1,0,21785.91,0
7047,566,France,Male,34,3,0.0,1,0,0,188135.69,0
7048,732,France,Male,26,7,0.0,2,1,0,,0
7049,697,France,Female,42,10,0.0,2,1,0,61312.15,0
7050,555,France,Male,29,4,128744.04,1,1,1,47454.93,0
7051,584,Germany,Female,62,9,137727.34,2,0,1,121102.9,0
7052,688,France,Female,38,7,123544.21,1,1,1,157664.02,0
7053,626,France,Female,37,2,133968.96,2,1,0,148689.65,0
7054,636,Spain,Male,76,9,126534.6,1,1,1,,0
7055,719,Spain,Female,35,8,0.0,1,1,1,165162.4,0
7056,731,Spain,Male,41,3,0.0,2,1,0,101371.72,0
7057,738,Spain,Male,49,3,0.0,3,1,1,65066.48,1
7058,426,France,Male,34,9,0.0,2,1,0,107876.91,0
7059,701,Spain,Female,30,2,0.0,2,1,0,115650.63,0
7060,512,France,Male,51,6,144953.31,1,1,1,165035.17,0
7061,635,France,Male,41,4,103544.88,2,1,0,193746.55,0
7062,685,France,Male,33,6,0.0,1,1,0,58458.26,0
7063,609,France,Male,53,7,0.0,2,0,1,52332.85,0
7064,598,Germany,Male,38,1,101487.18,1,1,1,75959.1,1
7065,574,Spain,Male,36,4,77967.5,1,1,0,167066.95,1
7066,629,France,Male,44,5,0.0,4,0,0,117572.59,1
7067,422,Spain,Female,54,4,0.0,2,1,1,7166.71,0
7068,656,Spain,Male,28,8,120047.77,1,1,1,137173.39,0
7069,697,France,Male,32,7,175464.85,3,1,0,116442.42,1
7070,586,Germany,Male,37,8,167735.69,2,0,1,104665.79,0
7071,481,Spain,Female,37,8,0.0,2,1,0,44215.86,0
7072,749,France,Female,33,1,74385.98,1,1,0,20164.47,0
7073,561,Germany,Male,49,5,94754.0,1,1,1,26691.31,0
7074,676,Spain,Male,27,4,0.0,1,0,1,107955.67,0
7075,615,Germany,Male,43,3,86920.86,1,1,1,150048.37,0
7076,582,France,Female,39,1,132077.48,2,1,0,192255.15,0
7077,601,France,Male,40,10,127847.86,1,0,0,173245.68,0
7078,708,Germany,Male,42,9,176702.36,2,1,1,104804.74,0
7079,797,Germany,Female,33,10,83555.58,1,0,0,69767.14,0
7080,682,France,Male,26,8,0.0,2,1,0,178373.43,0
7081,694,Spain,Female,39,9,0.0,2,0,0,99924.04,0
7082,828,Spain,Male,42,10,0.0,1,1,1,186071.14,0
7083,594,Spain,Female,38,7,96858.35,1,1,0,77511.45,0
7084,579,Spain,Male,33,1,0.0,2,1,1,54816.57,0
7085,723,France,Female,35,0,0.0,2,0,1,,0
7086,794,Spain,Female,30,1,154970.54,1,0,1,156768.45,0
7087,674,Germany,Male,44,3,88902.21,1,1,0,73731.32,0
7088,418,France,Male,28,7,98738.92,1,1,0,122190.22,0
7089,502,France,Male,33,8,0.0,2,1,1,123509.01,0
7090,678,France,Female,50,6,0.0,1,1,0,8199.5,0
7091,599,Germany,Male,40,10,137456.28,2,1,1,14113.11,0
7092,736,France,Male,29,4,0.0,2,0,0,51705.01,0
7093,430,France,Female,60,7,73937.02,1,1,0,161937.62,1
7094,537,France,Female,45,7,158621.04,1,1,0,120892.96,1
7095,683,Spain,Male,30,1,113257.2,1,1,1,65035.02,0
7096,828,France,Male,31,9,0.0,1,0,1,164257.37,0
7097,691,France,Female,29,9,116536.43,1,1,0,51987.99,0
7098,608,Spain,Female,28,4,0.0,2,1,0,10899.63,1
7099,691,France,Female,60,6,101070.69,1,1,0,177355.8,1
7100,718,Spain,Male,39,6,0.0,2,0,1,63889.1,0
7101,680,Germany,Female,31,3,127331.46,3,1,1,176433.6,0
7102,838,Spain,Female,41,5,0.0,2,1,0,,0
7103,695,Spain,Female,31,5,0.0,2,0,1,13998.88,0
7104,681,France,Male,46,0,105969.42,1,1,0,5771.56,0
7105,762,France,Male,36,5,119547.46,1,1,1,42693.65,0
7106,751,Spain,Male,38,7,0.0,2,0,0,90839.61,0
7107,678,Spain,Male,28,5,138668.18,1,1,1,54144.01,0
7108,634,France,Female,37,7,51582.5,2,1,1,184312.88,0
7109,749,France,Male,37,7,0.0,2,1,0,20306.79,0
7110,590,Spain,Male,37,6,169902.92,1,1,1,128256.18,0
7111,610,France,Female,27,4,87262.4,2,1,0,182720.07,0
7112,502,France,Male,33,7,0.0,2,0,1,4082.52,0
7113,578,France,Female,40,7,0.0,2,0,0,102233.73,0
7114,547,France,Female,32,2,0.0,2,1,0,,0
7115,579,France,Female,27,9,0.0,2,1,0,126838.7,0
7116,661,France,Male,39,5,0.0,2,0,0,181461.46,0
7117,794,France,Male,46,6,0.0,2,1,0,195325.74,0
7118,719,France,Male,61,5,0.0,2,0,1,29132.43,0
7119,728,France,Female,69,1,0.0,2,1,1,131804.86,0
7120,598,Germany,Male,19,3,150348.37,1,1,1,173784.04,0
7121,822,Germany,Female,46,3,115074.02,2,1,0,26249.86,0
7122,670,Spain,Female,40,3,0.0,1,1,1,182650.15,0
7123,850,France,Male,28,8,99986.98,1,1,0,196582.55,0
7124,705,Germany,Male,42,8,166685.92,2,1,1,55313.51,0
7125,677,Spain,Male,40,7,95312.8,1,1,1,62944.75,0
7126,736,France,Male,43,4,202443.47,1,1,0,72375.03,0
7127,661,Germany,Female,47,0,109493.62,1,0,0,188324.01,1
7128,501,Germany,Male,38,9,88977.39,2,0,1,133403.07,0
7129,516,France,Female,29,2,104982.57,1,1,0,157378.5,0
7130,766,France,Male,32,6,185714.28,1,1,1,102502.5,0
7131,520,Germany,Female,23,3,116022.53,2,1,1,37577.66,0
7132,541,France,Male,46,6,0.0,2,1,1,83456.67,0
7133,790,Germany,Female,34,2,164011.48,1,1,0,199420.41,0
7134,797,France,Male,31,9,0.0,2,1,1,24748.89,0
7135,811,France,Male,40,1,101514.89,1,1,1,121765.0,0
7136,722,Spain,Female,32,4,0.0,2,1,1,113666.48,0
7137,675,France,Male,28,9,0.0,1,1,0,,0
7138,660,Germany,Male,39,9,134599.33,2,1,0,183095.87,0
7139,566,Spain,Male,32,10,147511.26,1,1,1,159891.03,0
7140,768,France,Male,25,0,78396.08,1,1,1,8316.19,0
7141,610,Spain,Female,31,5,0.0,2,0,0,63736.36,0
7142,715,France,Female,31,3,110581.29,1,1,1,94715.24,0
7143,750,Germany,Male,42,8,151836.36,2,1,0,68695.38,0
7144,431,Germany,Male,45,5,83624.55,2,0,0,36899.62,0
7145,704,France,Male,24,2,148197.15,2,1,0,182775.08,0
7146,535,Spain,Female,30,5,122924.75,1,0,0,62390.59,1
7147,614,France,Female,38,4,72594.0,1,1,1,76042.48,0
7148,748,France,Male,38,4,115221.36,1,0,1,70956.75,0
7149,492,Germany,Male,51,8,117808.74,2,1,1,67311.12,0
7150,573,France,Male,40,7,147754.68,1,1,1,110454.46,0
7151,706,Spain,Female,53,3,0.0,3,0,0,88479.02,1
7152,680,France,Male,31,10,113292.17,1,1,1,,0
7153,458,Spain,Male,36,5,0.0,2,1,0,79723.78,0
7154,612,Germany,Male,44,2,115163.38,1,1,1,97677.52,1
7155,590,France,Male,39,9,0.0,2,1,1,104730.52,0
7156,602,France,Male,35,8,0.0,1,1,1,,0
7157,540,Spain,Male,37,0,120825.7,1,1,0,28257.89,0
7158,494,France,Male,25,6,0.0,2,0,1,109988.09,0
7159,797,France,Male,29,1,0.0,1,0,1,149991.32,0
7160,526,Germany,Male,61,6,133845.28,2,1,1,45180.8,0
7161,631,Spain,Male,38,7,0.0,2,1,0,181605.85,0
7162,576,France,Female,29,5,108541.04,1,1,1,126469.09,0
7163,405,France,Male,39,10,0.0,1,1,0,160810.85,1
7164,555,France,Male,30,1,0.0,2,0,0,88146.86,0
7165,750,Spain,Female,37,2,113817.06,1,0,0,88333.74,0
7166,665,France,Male,28,8,137300.23,1,1,0,,0
7167,640,Spain,Male,37,5,158024.38,1,1,0,81298.09,0
7168,457,France,Female,33,7,127837.54,1,0,1,60013.17,0
7169,695,France,Male,36,4,161533.0,1,1,0,100940.91,0
7170,645,France,Male,31,7,161171.7,2,1,0,12599.94,1
7171,647,Spain,Male,32,9,80958.36,1,1,1,128590.73,0
7172,808,Spain,Male,25,7,0.0,2,0,1,23180.37,0
7173,641,France,Male,33,2,146193.6,2,1,1,55796.83,1
7174,700,Spain,Male,29,8,0.0,2,0,1,152097.02,0
7175,660,Germany,Male,26,4,115021.76,1,0,1,162443.05,0
7176,615,Spain,Male,41,1,126773.43,1,1,1,,0
7177,705,Germany,Female,40,3,92889.91,1,1,1,109496.69,0
7178,718,France,Male,48,9,0.0,2,1,1,72105.63,0
7179,587,France,Female,46,6,88820.29,1,0,0,70224.34,0
7180,569,Spain,Male,31,1,115406.97,1,0,0,145528.22,0
7181,568,France,Female,38,3,132951.92,1,0,1,,0
7182,634,Germany,Male,74,5,108891.7,1,1,0,10078.02,0
7183,770,Germany,Female,46,5,141788.63,2,0,0,164967.21,0
7184,676,Spain,Female,64,4,116954.32,1,1,1,91149.48,0
7185,723,Germany,Female,47,10,90450.0,2,0,0,103379.31,1
7186,614,Germany,Female,39,8,125997.22,1,1,1,128049.34,1
7187,601,Spain,Female,41,3,0.0,2,1,0,54342.83,0
7188,605,Spain,Female,36,9,0.0,2,0,1,,0
7189,752,Spain,Female,31,4,144637.86,2,1,0,40496.72,0
7190,677,France,Female,29,3,86616.35,1,0,0,91903.9,1
7191,850,France,Male,31,8,0.0,2,1,0,178667.7,0
7192,608,Germany,Female,48,2,127924.25,2,1,0,32202.61,0
7193,786,Spain,Female,34,9,0.0,2,1,0,117034.32,0
7194,667,Spain,Male,31,5,0.0,2,1,1,20346.69,0
7195,848,Spain,Male,35,5,120046.74,2,1,0,84710.65,0
7196,486,France,Female,39,8,97819.36,1,0,1,,0
7197,598,Spain,Female,64,1,62979.93,1,1,1,,0
7198,506,France,Female,40,3,0.0,1,1,1,144345.58,0
7199,612,Germany,Male,46,9,161450.03,1,1,1,,1
7200,545,France,Male,30,3,0.0,2,1,0,170307.43,0
7201,793,France,Male,56,8,119496.25,2,1,0,29880.99,0
7202,682,France,Female,30,9,0.0,2,1,1,195104.91,0
7203,517,France,Male,62,1,43772.66,3,1,0,,1
7204,684,France,Male,32,9,100249.41,2,0,1,67599.69,0
7205,692,Spain,Male,46,2,0.0,2,1,1,105983.09,0
7206,666,Germany,Male,71,1,53013.29,2,1,1,112222.64,0
7207,693,France,Male,68,2,0.0,2,1,1,,0
7208,757,Germany,Male,33,1,122088.67,1,1,0,42581.09,0
7209,684,Germany,Male,18,9,90544.0,1,0,1,4777.23,0
7210,691,Spain,Male,35,6,0.0,2,0,1,178038.17,0
7211,482,France,Female,35,5,147813.05,2,0,0,109029.72,0
7212,735,France,Male,55,6,134140.68,1,1,0,2267.88,0
7213,681,France,Female,63,7,0.0,2,1,1,55054.48,0
7214,616,France,Female,31,8,0.0,1,0,1,76456.17,0
7215,635,France,Male,43,10,122198.21,2,0,1,179144.54,0
7216,820,Spain,Female,31,2,94222.53,1,1,0,103570.8,0
7217,694,Germany,Female,58,1,143212.22,1,0,0,102628.56,1
7218,713,France,Male,41,3,0.0,2,1,0,,0
7219,543,Germany,Male,41,6,143350.41,1,1,1,192070.16,1
7220,649,France,Female,41,3,130931.83,1,1,1,144808.37,0
7221,777,France,Female,30,4,137851.31,1,1,0,5008.23,1
7222,561,France,Male,33,6,0.0,2,0,0,173680.39,0
7223,724,Spain,Male,41,5,0.0,1,0,1,115753.94,0
7224,665,Spain,Female,51,8,0.0,1,1,1,38928.48,1
7225,441,France,Male,60,1,140614.15,1,0,1,,0
7226,579,Spain,Male,22,3,118680.57,1,1,1,49829.8,0
7227,777,Germany,Male,35,7,122917.69,1,1,1,76169.68,0
7228,739,France,Female,36,0,0.0,2,0,0,133465.57,0
7229,660,France,Male,40,5,131754.11,2,1,1,38761.61,0
7230,554,France,Female,35,8,0.0,2,1,1,176779.46,0
7231,850,France,Female,24,6,0.0,2,1,1,13159.9,0
7232,842,Germany,Female,35,9,119948.09,1,1,0,,1
7233,550,France,Male,25,0,0.0,2,1,1,,0
7234,750,Spain,Female,39,6,0.0,2,0,0,19264.33,0
7235,490,Spain,Female,38,3,97266.1,1,1,1,92797.23,0
7236,605,Germany,Male,28,10,113690.83,1,1,0,33114.24,0
7237,675,France,Male,34,8,0.0,2,1,1,184842.21,0
7238,621,Spain,Female,36,7,116338.68,1,1,1,155743.48,0
7239,850,France,Male,40,6,97339.99,1,0,1,88815.25,0
7240,711,France,Male,41,3,0.0,2,1,1,193747.57,0
7241,549,Germany,Female,55,1,137592.31,2,0,1,116548.02,1
7242,764,Germany,Male,34,6,108760.27,2,1,0,166324.79,1
7243,627,Germany,Male,30,3,128770.88,2,1,1,40199.01,0
7244,850,France,Female,34,2,0.0,2,0,0,51919.04,0
7245,614,Spain,Female,36,1,44054.84,1,1,1,73329.08,0
7246,683,Germany,Female,49,7,108797.63,2,0,0,140763.18,0
7247,643,Spain,Male,35,2,0.0,2,0,0,67979.35,0
7248,601,Spain,Female,20,9,122446.61,2,1,0,86791.9,0
7249,766,France,Female,27,7,158786.67,2,0,1,47579.25,0
7250,699,France,Male,29,3,125689.29,1,1,1,151623.71,0
7251,850,Germany,Male,29,1,154640.41,1,1,1,164039.51,0
7252,850,Germany,Male,43,5,129305.09,2,0,1,19244.58,0
7253,628,Spain,Male,40,10,0.0,2,1,0,103832.58,0
7254,736,France,Female,63,10,0.0,2,0,1,502.7,0
7255,711,France,Female,21,0,82844.33,2,0,1,1408.68,0
7256,583,Spain,Female,22,2,0.0,2,0,1,5985.36,0
7257,757,France,Male,46,0,0.0,2,1,0,37460.05,0
7258,749,Germany,Female,33,10,76692.22,1,0,1,,0
7259,705,France,Male,34,7,117715.84,1,1,0,2498.67,0
7260,585,France,Male,54,8,87105.32,1,1,1,55346.14,0
7261,437,France,Female,43,6,0.0,1,1,0,148330.97,1
7262,741,France,Female,64,2,69311.16,1,1,1,59237.72,0
7263,738,France,Male,26,9,0.0,2,1,1,,0
7264,586,Spain,Female,33,10,66948.67,2,1,1,140759.03,0
7265,627,France,Female,57,9,0.0,2,1,1,107712.42,0
7266,551,Spain,Male,76,2,128410.71,2,1,1,,0
7267,606,Germany,Male,38,3,99897.53,1,0,0,37054.65,0
7268,674,France,Male,22,3,0.0,1,1,1,,0
7269,584,Germany,Female,31,6,152622.34,1,1,0,99298.8,0
